,home_team,away_team,defteam,yardline_100,fourth_down_converted,pass_length,penalty,down,yards_after_catch,play_type,game_seconds_remaining,air_yards,total_home_score,total_away_score,ydstogo,yards_gained,year,GameClock,yardline_half,score_diff
334,BAL,HOU,BAL,53.0,1.0,short,0.0,4.0,5.0,pass,1874.0,4.0,14,0,1,9,2019,31:14:00,3.0,14
335,BAL,HOU,BAL,29.0,0.0,short,0.0,4.0,,pass,885.0,6.0,27,0,2,0,2019,14:45:00,21.0,27
336,BAL,HOU,BAL,65.0,0.0,,0.0,4.0,,pass,156.0,,41,7,5,-10,2019,2:36:00,15.0,34
337,MIN,DEN,MIN,7.0,1.0,,0.0,4.0,,run,2653.0,,0,10,1,1,2019,44:13:00,43.0,-10
338,MIN,DEN,DEN,55.0,1.0,,0.0,4.0,,run,1693.0,,0,20,1,1,2019,28:13:00,5.0,-20
339,MIN,DEN,DEN,66.0,1.0,,0.0,4.0,,run,1082.0,,7,23,1,2,2019,18:02:00,16.0,-16
340,MIN,DEN,MIN,45.0,1.0,short,0.0,4.0,6.0,pass,207.0,5.0,27,23,6,11,2019,3:27:00,5.0,4
341,MIN,DEN,MIN,30.0,1.0,short,0.0,4.0,0.0,pass,117.0,6.0,27,23,6,6,2019,1:57:00,20.0,4
342,MIN,DEN,MIN,15.0,1.0,,0.0,4.0,,run,33.0,,27,23,1,11,2019,0:33:00,35.0,4
343,WAS,NYJ,NYJ,31.0,0.0,short,0.0,4.0,,pass,1352.0,4.0,3,20,7,0,2019,22:32:00,19.0,-17
344,WAS,NYJ,WAS,51.0,1.0,,0.0,4.0,,run,981.0,,3,20,1,3,2019,16:21:00,1.0,-17
345,TB,NO,TB,47.0,1.0,,0.0,4.0,,run,547.0,,17,27,1,2,2019,9:07:00,3.0,-10
346,TB,NO,NO,67.0,0.0,deep,0.0,4.0,,pass,319.0,22.0,17,33,10,0,2019,5:19:00,17.0,-16
347,SF,ARI,ARI,40.0,0.0,short,0.0,4.0,,pass,2863.0,14.0,0,9,5,0,2019,47:43:00,10.0,-9
348,SF,ARI,SF,34.0,1.0,short,0.0,4.0,0.0,pass,2455.0,4.0,0,9,1,4,2019,40:55:00,16.0,-9
349,SF,ARI,ARI,21.0,0.0,,0.0,4.0,,run,11.0,,30,26,1,-1,2019,0:11:00,29.0,4
350,OAK,CIN,OAK,36.0,1.0,short,0.0,4.0,10.0,pass,3021.0,8.0,0,0,3,18,2019,50:21:00,14.0,0
351,OAK,CIN,CIN,4.0,1.0,,0.0,4.0,,run,665.0,,14,10,1,3,2019,11:05:00,46.0,4
352,OAK,CIN,OAK,27.0,0.0,deep,0.0,4.0,,pass,311.0,22.0,17,10,4,0,2019,5:11:00,23.0,7
353,PHI,NE,NE,26.0,0.0,deep,0.0,4.0,,pass,65.0,26.0,10,17,10,0,2019,1:05:00,24.0,-7
354,LA,CHI,LA,31.0,0.0,short,0.0,4.0,,pass,3255.0,12.0,0,0,9,0,2019,54:15:00,19.0,0
355,LA,CHI,LA,79.0,0.0,short,0.0,4.0,,pass,115.0,4.0,17,7,14,0,2019,1:55:00,29.0,10
356,LAC,KC,KC,85.0,1.0,short,0.0,4.0,5.0,pass,85.0,5.0,17,24,4,10,2019,1:25:00,35.0,-7
357,HOU,IND,IND,34.0,0.0,short,0.0,4.0,,pass,1610.0,3.0,10,10,3,0,2019,26:50:00,16.0,0
358,HOU,IND,HOU,47.0,0.0,,0.0,4.0,,run,180.0,,20,17,7,6,2019,3:00:00,3.0,3
359,HOU,IND,IND,35.0,0.0,deep,0.0,4.0,,pass,5.0,35.0,20,17,3,0,2019,0:05:00,15.0,3
360,CHI,NYG,CHI,44.0,0.0,short,0.0,4.0,0.0,pass,784.0,1.0,19,7,4,1,2019,13:04:00,6.0,12
361,CHI,NYG,CHI,23.0,1.0,deep,0.0,4.0,0.0,pass,257.0,23.0,19,13,18,23,2019,4:17:00,27.0,6
362,CHI,NYG,CHI,88.0,1.0,short,0.0,4.0,13.0,pass,175.0,4.0,19,14,4,17,2019,2:55:00,38.0,5
363,CHI,NYG,CHI,65.0,0.0,short,0.0,4.0,,pass,110.0,11.0,19,14,4,0,2019,1:50:00,15.0,5
364,CLE,MIA,CLE,58.0,0.0,,0.0,4.0,,run,2655.0,,14,0,7,3,2019,44:15:00,8.0,14
365,ATL,TB,TB,50.0,1.0,short,0.0,4.0,0.0,pass,660.0,5.0,13,28,4,5,2019,11:00:00,0.0,-15
366,ATL,TB,TB,85.0,0.0,,0.0,4.0,,pass,198.0,,16,34,5,-9,2019,3:18:00,35.0,-18
367,ATL,TB,TB,21.0,1.0,deep,0.0,4.0,0.0,pass,116.0,21.0,22,35,7,21,2019,1:56:00,29.0,-13
368,NO,CAR,NO,2.0,1.0,short,0.0,4.0,0.0,pass,568.0,2.0,31,30,2,2,2019,9:28:00,48.0,1
369,NO,CAR,CAR,55.0,0.0,,0.0,4.0,,run,407.0,,31,31,1,-2,2019,6:47:00,5.0,0
370,PHI,SEA,SEA,23.0,0.0,short,0.0,4.0,,pass,474.0,3.0,3,17,2,0,2019,7:54:00,27.0,-14
371,NYJ,OAK,NYJ,61.0,0.0,,0.0,4.0,,run,1429.0,,20,3,1,0,2019,23:49:00,11.0,17
372,TEN,JAX,TEN,10.0,1.0,short,0.0,4.0,10.0,pass,1076.0,-1.0,35,3,2,9,2019,17:56:00,40.0,32
373,TEN,JAX,TEN,32.0,0.0,,0.0,4.0,,pass,104.0,,42,20,4,-6,2019,1:44:00,18.0,22
374,NE,DAL,NE,75.0,0.0,deep,0.0,4.0,,pass,110.0,20.0,13,9,11,0,2019,1:50:00,25.0,4
375,NE,DAL,DAL,15.0,0.0,short,0.0,4.0,,pass,5.0,15.0,13,9,15,0,2019,0:05:00,35.0,4
376,SF,GB,SF,28.0,0.0,,0.0,4.0,,run,2472.0,,10,0,1,0,2019,41:12:00,22.0,10
377,SF,GB,SF,48.0,1.0,short,0.0,4.0,20.0,pass,1441.0,-5.0,23,0,4,15,2019,24:01:00,2.0,23
378,SF,GB,SF,27.0,0.0,,0.0,4.0,,pass,695.0,,30,8,8,-4,2019,11:35:00,23.0,22
379,LA,BAL,LA,23.0,1.0,,0.0,4.0,,run,2826.0,,0,7,1,5,2019,47:06:00,27.0,-7
380,LA,BAL,LA,33.0,1.0,short,0.0,4.0,2.0,pass,1038.0,13.0,6,35,4,15,2019,17:18:00,17.0,-29
381,LA,BAL,LA,55.0,1.0,,0.0,4.0,,run,632.0,,6,42,1,1,2019,10:32:00,5.0,-36
382,LA,BAL,BAL,68.0,1.0,short,0.0,4.0,31.0,pass,113.0,7.0,6,45,8,38,2019,1:53:00,18.0,-39
383,DET,CHI,DET,32.0,0.0,short,0.0,4.0,,pass,2293.0,2.0,14,7,6,0,2019,38:13:00,18.0,7
384,DET,CHI,CHI,39.0,0.0,deep,0.0,4.0,,pass,36.0,29.0,20,24,22,0,2019,0:36:00,11.0,-4
385,DAL,BUF,BUF,81.0,1.0,,0.0,4.0,,run,2700.0,,7,0,1,2,2019,45:00:00,31.0,7
386,DAL,BUF,DAL,30.0,1.0,,0.0,4.0,,run,1937.0,,7,7,1,2,2019,32:17:00,20.0,0
387,DAL,BUF,BUF,6.0,0.0,short,0.0,4.0,,pass,926.0,0.0,7,23,6,0,2019,15:26:00,44.0,-16
388,DAL,BUF,BUF,22.0,0.0,,0.0,4.0,,pass,355.0,,7,26,4,-10,2019,5:55:00,28.0,-19
389,DAL,BUF,DAL,33.0,1.0,,0.0,4.0,,run,120.0,,15,26,1,1,2019,2:00:00,17.0,-11
390,ATL,NO,NO,2.0,0.0,short,0.0,4.0,,pass,2700.0,2.0,0,7,1,0,2019,45:00:00,48.0,-7
391,ATL,NO,NO,49.0,1.0,,0.0,4.0,,run,1826.0,,6,17,3,9,2019,30:26:00,1.0,-11
392,ATL,NO,NO,63.0,1.0,short,0.0,4.0,0.0,pass,163.0,14.0,15,26,14,14,2019,2:43:00,13.0,-11
393,ATL,NO,NO,44.0,0.0,,0.0,4.0,,pass,44.0,,18,26,8,-8,2019,0:44:00,6.0,-8
394,IND,TEN,IND,13.0,1.0,,0.0,4.0,,run,1259.0,,17,13,1,13,2019,20:59:00,37.0,4
395,CIN,NYJ,CIN,36.0,0.0,short,0.0,4.0,,pass,386.0,0.0,22,6,8,0,2019,6:26:00,14.0,16
396,CIN,NYJ,CIN,43.0,0.0,short,0.0,4.0,,pass,106.0,13.0,22,6,10,0,2019,1:46:00,7.0,16
397,CAR,WAS,WAS,51.0,1.0,short,0.0,4.0,28.0,pass,225.0,-13.0,14,29,10,15,2019,3:45:00,1.0,-15
398,CAR,WAS,WAS,3.0,0.0,,1.0,4.0,,pass,27.0,,21,29,3,-28,2019,0:27:00,47.0,-8
399,BAL,SF,BAL,33.0,1.0,deep,0.0,4.0,4.0,pass,3420.0,29.0,0,6,2,33,2019,57:00:00,17.0,-6
400,BAL,SF,SF,38.0,1.0,short,0.0,4.0,2.0,pass,2103.0,0.0,14,14,2,2,2019,35:03:00,12.0,0
401,BAL,SF,SF,40.0,0.0,short,0.0,4.0,,pass,581.0,7.0,17,17,5,0,2019,9:41:00,10.0,0
402,BAL,SF,BAL,35.0,0.0,short,0.0,4.0,,pass,393.0,5.0,17,17,1,0,2019,6:33:00,15.0,0
403,BAL,SF,SF,56.0,1.0,,0.0,4.0,,run,279.0,,17,17,1,3,2019,4:39:00,6.0,0
404,JAX,TB,JAX,51.0,1.0,,0.0,4.0,,run,1542.0,,0,23,1,2,2019,25:42:00,1.0,-23
405,JAX,TB,JAX,37.0,0.0,,0.0,4.0,,pass,914.0,,3,23,4,-9,2019,15:14:00,13.0,-20
406,JAX,TB,TB,19.0,1.0,short,0.0,4.0,3.0,pass,558.0,8.0,11,23,5,11,2019,9:18:00,31.0,-12
407,JAX,TB,TB,81.0,0.0,short,0.0,4.0,7.0,pass,206.0,-2.0,11,23,21,5,2019,3:26:00,31.0,-12
408,JAX,TB,TB,77.0,0.0,,0.0,4.0,,pass,105.0,,11,26,9,-18,2019,1:45:00,27.0,-15
409,PIT,CLE,PIT,64.0,0.0,deep,0.0,4.0,,pass,1802.0,29.0,10,10,10,0,2019,30:02:00,14.0,0
410,PIT,CLE,PIT,40.0,1.0,,0.0,4.0,,run,1268.0,,17,10,1,2,2019,21:08:00,10.0,7
411,NYG,GB,GB,33.0,1.0,short,0.0,4.0,4.0,pass,3031.0,4.0,0,7,5,8,2019,50:31:00,17.0,-7
412,NYG,GB,GB,51.0,1.0,,0.0,4.0,,run,2351.0,,7,17,1,2,2019,39:11:00,1.0,-10
413,NYG,GB,GB,41.0,1.0,,0.0,4.0,,run,2185.0,,7,17,2,2,2019,36:25:00,9.0,-10
414,NYG,GB,NYG,35.0,1.0,short,0.0,4.0,0.0,pass,1164.0,15.0,13,17,10,15,2019,19:24:00,15.0,-4
415,NYG,GB,GB,17.0,0.0,short,0.0,4.0,,pass,124.0,7.0,13,31,4,0,2019,2:04:00,33.0,-18
416,MIA,PHI,PHI,43.0,1.0,deep,0.0,4.0,18.0,pass,2894.0,25.0,6,10,4,43,2019,48:14:00,7.0,-4
417,MIA,PHI,PHI,1.0,1.0,short,0.0,4.0,0.0,pass,2084.0,1.0,13,13,1,1,2019,34:44:00,49.0,0
418,MIA,PHI,PHI,38.0,1.0,short,0.0,4.0,0.0,pass,321.0,8.0,34,28,1,8,2019,5:21:00,12.0,6
419,ARI,LA,LA,49.0,0.0,,0.0,4.0,,pass,1302.0,,0,34,2,-2,2019,21:42:00,1.0,-34
420,ARI,LA,ARI,19.0,0.0,,0.0,4.0,,run,838.0,,0,34,1,-1,2019,13:58:00,31.0,-34
421,ARI,LA,LA,72.0,1.0,short,0.0,4.0,6.0,pass,760.0,0.0,0,34,2,6,2019,12:40:00,22.0,-34
422,ARI,LA,LA,55.0,1.0,,0.0,4.0,,run,338.0,,7,34,1,2,2019,5:38:00,5.0,-27
423,ARI,LA,LA,28.0,0.0,short,0.0,4.0,,pass,133.0,13.0,7,34,5,0,2019,2:13:00,22.0,-27
424,DEN,LAC,DEN,76.0,1.0,deep,0.0,4.0,2.0,pass,142.0,36.0,20,17,11,38,2019,2:22:00,26.0,3
425,KC,OAK,OAK,15.0,0.0,,0.0,4.0,,run,3024.0,,7,0,1,0,2019,50:24:00,35.0,7
426,KC,OAK,KC,40.0,0.0,,0.0,4.0,,run,2398.0,,7,0,1,0,2019,39:58:00,10.0,7
427,KC,OAK,KC,40.0,1.0,,0.0,4.0,,run,1070.0,,31,0,1,4,2019,17:50:00,10.0,31
428,HOU,NE,HOU,42.0,0.0,short,0.0,4.0,,pass,1334.0,7.0,14,3,1,0,2019,22:14:00,8.0,11
429,HOU,NE,HOU,17.0,1.0,short,0.0,4.0,0.0,pass,254.0,6.0,28,9,6,6,2019,4:14:00,33.0,19
430,SEA,MIN,MIN,68.0,1.0,,0.0,4.0,,run,678.0,,34,24,3,29,2019,11:18:00,18.0,10
431,SEA,MIN,SEA,58.0,0.0,short,0.0,4.0,,pass,151.0,3.0,34,30,3,0,2019,2:31:00,8.0,4
432,CHI,DAL,CHI,47.0,1.0,deep,0.0,4.0,0.0,pass,1046.0,21.0,24,7,3,21,2019,17:26:00,3.0,17
433,CHI,DAL,CHI,2.0,1.0,,0.0,4.0,,run,900.0,,24,13,1,2,2019,15:00:00,48.0,11
434,CHI,DAL,CHI,48.0,0.0,short,0.0,4.0,,pass,554.0,-1.0,31,14,4,0,2019,9:14:00,2.0,17
435,TB,IND,TB,11.0,1.0,,0.0,4.0,,run,2295.0,,14,10,1,9,2019,38:15:00,39.0,4
436,TB,IND,TB,3.0,1.0,,0.0,4.0,,run,1813.0,,21,24,1,2,2019,30:13:00,47.0,-3
437,TB,IND,IND,16.0,1.0,short,0.0,4.0,0.0,pass,278.0,4.0,31,35,2,4,2019,4:38:00,34.0,-4
438,TB,IND,TB,50.0,0.0,short,0.0,4.0,,pass,116.0,-6.0,38,35,2,0,2019,1:56:00,0.0,3
439,NYJ,MIA,MIA,14.0,0.0,,0.0,4.0,,run,966.0,,16,12,1,0,2019,16:06:00,36.0,4
440,NO,SF,SF,1.0,1.0,,0.0,4.0,,run,2251.0,,26,14,1,1,2019,37:31:00,49.0,12
441,NO,SF,SF,41.0,1.0,,0.0,4.0,,run,1289.0,,30,35,1,5,2019,21:29:00,9.0,-5
442,NO,SF,SF,45.0,0.0,deep,0.0,4.0,,pass,963.0,35.0,33,35,18,0,2019,16:03:00,5.0,-2
443,NO,SF,NO,67.0,1.0,short,1.0,4.0,37.0,pass,39.0,2.0,46,45,2,39,2019,0:39:00,17.0,1
444,MIN,DET,MIN,10.0,1.0,short,0.0,4.0,0.0,pass,134.0,10.0,20,6,5,10,2019,2:14:00,40.0,14
445,MIN,DET,DET,44.0,0.0,,0.0,4.0,,run,110.0,,20,7,2,0,2019,1:50:00,6.0,13
446,HOU,DEN,DEN,66.0,0.0,short,0.0,4.0,,pass,1920.0,4.0,3,24,1,0,2019,32:00:00,16.0,-21
447,HOU,DEN,DEN,58.0,1.0,deep,0.0,4.0,-1.0,pass,515.0,20.0,17,38,18,19,2019,8:35:00,8.0,-21
448,HOU,DEN,DEN,32.0,0.0,short,0.0,4.0,,pass,435.0,11.0,17,38,3,0,2019,7:15:00,18.0,-21
449,HOU,DEN,DEN,13.0,1.0,short,0.0,4.0,7.0,pass,61.0,3.0,17,38,1,10,2019,1:01:00,37.0,-21
450,BUF,BAL,BAL,16.0,0.0,short,0.0,4.0,,pass,68.0,15.0,17,24,8,0,2019,1:08:00,34.0,-7
451,CLE,CIN,CLE,3.0,1.0,,0.0,4.0,,run,1252.0,,21,13,1,1,2019,20:52:00,47.0,8
452,CLE,CIN,CLE,4.0,0.0,,0.0,4.0,,run,440.0,,24,16,4,2,2019,7:20:00,46.0,8
453,GB,WAS,WAS,36.0,1.0,short,0.0,4.0,0.0,pass,1865.0,9.0,14,6,5,9,2019,31:05:00,14.0,8
454,GB,WAS,WAS,28.0,1.0,,0.0,4.0,,run,1650.0,,14,6,1,7,2019,27:30:00,22.0,8
455,JAX,LAC,LAC,61.0,1.0,,0.0,4.0,,run,1604.0,,3,31,1,2,2019,26:44:00,11.0,-28
456,JAX,LAC,LAC,52.0,1.0,short,0.0,4.0,3.0,pass,1459.0,6.0,3,31,3,9,2019,24:19:00,2.0,-28
457,JAX,LAC,LAC,61.0,0.0,short,0.0,4.0,0.0,pass,900.0,-1.0,10,38,1,-1,2019,15:00:00,11.0,-28
458,JAX,LAC,LAC,36.0,0.0,deep,0.0,4.0,,pass,340.0,21.0,10,45,3,0,2019,5:40:00,14.0,-35
459,ARI,PIT,PIT,59.0,1.0,,0.0,4.0,,run,1592.0,,10,13,8,9,2019,26:32:00,9.0,-3
460,ARI,PIT,PIT,6.0,0.0,short,0.0,4.0,,pass,753.0,6.0,10,20,2,0,2019,12:33:00,44.0,-10
461,ARI,PIT,ARI,60.0,0.0,,0.0,4.0,,run,493.0,,10,20,6,-8,2019,8:13:00,10.0,-10
462,ARI,PIT,PIT,82.0,0.0,deep,0.0,4.0,,pass,48.0,28.0,17,23,17,0,2019,0:48:00,32.0,-6
463,OAK,TEN,TEN,1.0,0.0,short,0.0,4.0,,pass,230.0,1.0,21,42,1,0,2019,3:50:00,49.0,-21
464,NE,KC,KC,27.0,0.0,short,0.0,4.0,,pass,2226.0,7.0,7,17,7,0,2019,37:06:00,23.0,-10
465,NE,KC,NE,33.0,1.0,,0.0,4.0,,run,1570.0,,7,20,1,2,2019,26:10:00,17.0,-13
466,NE,KC,KC,29.0,1.0,,0.0,4.0,,run,206.0,,16,23,6,17,2019,3:26:00,21.0,-7
467,NE,KC,KC,5.0,0.0,short,0.0,4.0,,pass,71.0,5.0,16,23,3,0,2019,1:11:00,45.0,-7
468,LA,SEA,LA,24.0,0.0,short,0.0,4.0,,pass,2256.0,7.0,14,3,1,0,2019,37:36:00,26.0,11
469,LA,SEA,LA,90.0,1.0,deep,0.0,4.0,0.0,pass,186.0,23.0,28,12,18,23,2019,3:06:00,40.0,16
470,PHI,NYG,NYG,57.0,0.0,,0.0,4.0,,run,3171.0,,0,0,1,0,2019,52:51:00,7.0,0
471,PHI,NYG,NYG,71.0,1.0,,0.0,4.0,,run,294.0,,10,17,1,2,2019,4:54:00,21.0,-7
472,BAL,NYJ,BAL,7.0,0.0,short,0.0,4.0,,pass,1920.0,7.0,21,7,1,0,2019,32:00:00,43.0,14
473,BAL,NYJ,NYJ,71.0,1.0,deep,0.0,4.0,16.0,pass,1048.0,20.0,28,7,1,36,2019,17:28:00,21.0,21
474,BAL,NYJ,BAL,41.0,0.0,short,0.0,4.0,,pass,247.0,4.0,42,21,1,0,2019,4:07:00,9.0,21
475,CIN,NE,CIN,35.0,0.0,short,0.0,4.0,,pass,2484.0,0.0,10,7,4,0,2019,41:24:00,15.0,3
476,CIN,NE,NE,30.0,0.0,,0.0,4.0,,run,2234.0,,10,7,1,0,2019,37:14:00,20.0,3
477,CIN,NE,NE,43.0,1.0,short,0.0,4.0,4.0,pass,570.0,0.0,10,27,4,4,2019,9:30:00,7.0,-17
478,DET,TB,DET,55.0,1.0,,0.0,4.0,,run,700.0,,17,24,1,2,2019,11:40:00,5.0,-7
479,DET,TB,TB,54.0,0.0,deep,0.0,4.0,,pass,251.0,43.0,17,31,3,0,2019,4:11:00,4.0,-14
480,TEN,HOU,HOU,37.0,0.0,deep,0.0,4.0,,pass,1874.0,30.0,0,14,10,0,2019,31:14:00,13.0,-14
481,TEN,HOU,HOU,1.0,1.0,,0.0,4.0,,run,1240.0,,6,14,1,1,2019,20:40:00,49.0,-8
482,KC,DEN,KC,52.0,1.0,deep,0.0,4.0,23.0,pass,2026.0,20.0,12,0,1,43,2019,33:46:00,2.0,12
483,KC,DEN,KC,42.0,0.0,short,0.0,4.0,,pass,580.0,2.0,23,3,14,0,2019,9:40:00,8.0,20
484,KC,DEN,KC,33.0,0.0,short,0.0,4.0,,pass,292.0,13.0,23,3,10,0,2019,4:52:00,17.0,20
485,NYG,MIA,NYG,10.0,0.0,,0.0,4.0,,run,2844.0,,0,0,1,-3,2019,47:24:00,40.0,0
486,NYG,MIA,NYG,56.0,0.0,short,0.0,4.0,,pass,400.0,-4.0,30,13,12,0,2019,6:40:00,6.0,17
487,NYG,MIA,NYG,31.0,1.0,,0.0,4.0,,run,146.0,,36,13,1,2,2019,2:26:00,19.0,23
488,CAR,SEA,CAR,6.0,1.0,,0.0,4.0,,run,443.0,,10,29,1,6,2019,7:23:00,44.0,-19
489,GB,CHI,CHI,29.0,1.0,deep,0.0,4.0,7.0,pass,2993.0,22.0,6,0,4,29,2019,49:53:00,21.0,6
490,GB,CHI,GB,41.0,0.0,deep,0.0,4.0,,pass,2260.0,40.0,7,0,7,0,2019,37:40:00,9.0,7
491,GB,CHI,CHI,36.0,0.0,deep,0.0,4.0,,pass,2109.0,24.0,7,0,6,0,2019,35:09:00,14.0,7
492,GB,CHI,CHI,41.0,0.0,deep,0.0,4.0,,pass,1809.0,16.0,7,3,14,0,2019,30:09:00,9.0,4
493,GB,CHI,GB,34.0,0.0,short,0.0,4.0,,pass,1490.0,6.0,14,3,6,0,2019,24:50:00,16.0,11
494,GB,CHI,GB,49.0,0.0,deep,0.0,4.0,,pass,111.0,19.0,21,13,10,0,2019,1:51:00,1.0,8
495,LAC,MIN,MIN,35.0,1.0,deep,0.0,4.0,3.0,pass,1014.0,21.0,10,25,2,24,2019,16:54:00,15.0,-15
496,LAC,MIN,MIN,15.0,0.0,short,0.0,4.0,,pass,900.0,15.0,10,25,14,0,2019,15:00:00,35.0,-15
497,OAK,JAX,OAK,59.0,1.0,,0.0,4.0,,run,476.0,,16,6,1,1,2019,7:56:00,9.0,10
498,ARI,CLE,CLE,26.0,1.0,,0.0,4.0,,run,1932.0,,14,10,1,3,2019,32:12:00,24.0,4
499,ARI,CLE,ARI,12.0,1.0,short,0.0,4.0,4.0,pass,113.0,7.0,38,17,6,11,2019,1:53:00,38.0,21
500,DAL,LA,LA,7.0,1.0,,0.0,4.0,,run,2027.0,,14,7,1,2,2019,33:47:00,43.0,7
501,DAL,LA,DAL,66.0,1.0,short,0.0,4.0,0.0,pass,1303.0,5.0,31,7,4,5,2019,21:43:00,16.0,24
502,DAL,LA,DAL,36.0,0.0,deep,0.0,4.0,,pass,1131.0,24.0,31,7,10,0,2019,18:51:00,14.0,24
503,SF,ATL,ATL,36.0,1.0,short,0.0,4.0,7.0,pass,2886.0,-2.0,0,0,1,5,2019,48:06:00,14.0,0
504,PIT,BUF,PIT,36.0,1.0,short,0.0,4.0,0.0,pass,2815.0,10.0,0,0,6,10,2019,46:55:00,14.0,0
505,PIT,BUF,BUF,23.0,0.0,deep,0.0,4.0,,pass,120.0,23.0,10,17,7,0,2019,2:00:00,27.0,-7
506,NO,IND,NO,49.0,0.0,deep,0.0,4.0,,pass,1024.0,36.0,27,0,8,0,2019,17:04:00,1.0,27
507,NO,IND,NO,40.0,1.0,short,0.0,4.0,3.0,pass,302.0,8.0,34,0,4,11,2019,5:02:00,10.0,34
508,TB,HOU,HOU,28.0,0.0,,1.0,4.0,,run,3230.0,,0,10,2,2,2019,53:50:00,22.0,-10
509,TB,HOU,TB,26.0,1.0,,0.0,4.0,,run,1608.0,,17,17,1,2,2019,26:48:00,24.0,0
510,TB,HOU,HOU,40.0,0.0,short,0.0,4.0,,pass,218.0,4.0,20,23,3,0,2019,3:38:00,10.0,-3
511,NE,BUF,BUF,27.0,1.0,,0.0,4.0,,run,2211.0,,7,3,1,1,2019,36:51:00,23.0,4
